video_id	post_date	caption
7451648658522656043	2024-12-23	Life Is Good LIVE in Dubai  @angelbaby #jagwartwin #lifeisgood  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7450616951132507438	2024-12-20	I’ve never been compared to R. Kelly but there’s a first time for everything. created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7450339533993889055	2024-12-20	Happy Face LIVE in Dubai  #happyface #jagwartwin  created by Jagwar Twin with Jagwar Twin’s Happy Face
7449502711415967007	2024-12-17	Finished off an incredible year with one last magical show in Dubai. Thank you   created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7448030715242925342	2024-12-13	Dubai likes to party  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7445445225063009567	2024-12-06	1st night in Abu dabi created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7444997473581501742	2024-12-05	Tuba magic shit. Boop.  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7444260596289195295	2024-12-03	EVERYTHING is possible #badfeeling #badfeelingjt #oompaloompa #wonka  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7443908048772500766	2024-12-02	smoked em  @Alesso @OMNIA Nightclub @Caesars Rewards  created by Jagwar Twin with Alesso’s Cool
7442052999725272366	2024-11-27	Panda 🧙🏼‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7441665829994892586	2024-11-26	More shows in 2025  @angelbaby @Big Loud Rock  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7441313808984870190	2024-11-25	Dumblecore core 🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7440179973366943022	2024-11-22	Reading up on cuz  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7439821709038898474	2024-11-21	Druid shit @Benny Reiner  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7439430686349495598	2024-11-20	🧙🏼‍♂️📈bull run  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7439196589014519086	2024-11-20	Bard shit 🪈 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7438679118301908266	2024-11-18	🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7437206794126118190	2024-11-14	Dumblecore  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7429807518576315694	2024-10-25	6 days to Halloween, don’t forget to put on happy face 🫠 #jagwartwin #happyface  created by Jagwar Twin with Jagwar Twin’s Happy Face
7429430309118217518	2024-10-24	Bruh  created by Jagwar Twin with Jagwar Twin’s The Watchers
7428299682910260526	2024-10-21	If Prof. Snape wrote a verse  #jagwartwin #thewatchers  created by Jagwar Twin with Jagwar Twin’s The Watchers
7426879644214775083	2024-10-17	new engagement rate is very high 📈 #jagwartwin #thewatchers #flipphone  created by Jagwar Twin with Jagwar Twin’s The Watchers
7425022178980023598	2024-10-12	Only around Jagwar Twin would this happen 😂  #comiccon #comicconla #somebodyswatchingme #thewatchers #jagwartwin  created by Jagwar Twin with Jagwar Twin’s The Watchers
7424559706095799598	2024-10-11	Replying to @victoriaqueen065 what the sigma?  #jagwartwin #thewatchers #somebodyswatchingme #xzybca #newmusic  created by Jagwar Twin with Jagwar Twin’s original sound
7424210903907847470	2024-10-10	Alexa and Siri are always watching 👀 #jagwartwin #thewatchers  created by Jagwar Twin with Jagwar Twin’s The Watchers
7423478483709463854	2024-10-08	Replying to @✮⋆˙ gabrielle ✮⋆˙ I wanted to caption this “let me Sigma new song to you” but Jag laughed and said this is terrible. Post it. So here you go - MM  #somebodyswatchingme #jagwartwin #xzybca #michaeljackson #32daysofhalloween  created by Jagwar Twin with Jagwar Twin’s The Watchers
7422350914507345194	2024-10-05	“The Watchers” is out now  #goretober #goretober2024 #32daysofhalloween #michaeljackson #somebodyswatchingme #jagwartwin  created by Jagwar Twin with Jagwar Twin’s The Watchers
7419394865114434859	2024-09-27	Replying to @Chalametnator lore shadowing  #somebodyswatchingme #jagwartwin  created by Jagwar Twin with Jagwar Twin’s The Watchers
7419006270797122858	2024-09-26	Where you at? 🧝🏼‍♀️ #thewatchers #jagwartwin  created by Jagwar Twin with Jagwar Twin’s original sound
7417905979863420203	2024-09-23	Who are The Watchers? #jagwartwin #thewatchers  created by Jagwar Twin with Jagwar Twin’s The Watchers
7417209245692710190	2024-09-21	Me now tho 🍎 created by Jagwar Twin with Jagwar Twin’s The Watchers
7416802947826240810	2024-09-20	Replying to @Katerina_babouna. Jagwar says “k” #thewatchers #somebodyswatchingme  created by Jagwar Twin with Jagwar Twin’s The Watchers
7415667107494399274	2024-09-17	Nobody’s watching me  created by Jagwar Twin with Rockwell’s Somebody's Watching Me - Single Version
7405307550695968043	2024-08-20	Happy Face (LIVE at the O2 in London)  Full Vid on YT  #jagwartwin #happyface  created by Jagwar Twin with Jagwar Twin’s Happy Face
7403771992647716139	2024-08-16	Soul is a Star (LIVE at the O2 in London) #jagwartwin #soulisastar  created by Jagwar Twin with Jagwar Twin’s Soul Is A Star
7402364092305968426	2024-08-12	Happy Face (LIVE at @Vevo) created by Jagwar Twin with Jagwar Twin’s Happy Face
7400066398308846890	2024-08-06	Bad Feeling (LIVE PERFORMANCE) @Vevo  created by Jagwar Twin with Jagwar Twin’s original sound
7397897539204255019	2024-07-31	💀noooo created by Jagwar Twin with Jagwar Twin & lovelytheband’s tomorrow [ANGLE OF ETERNITY]
7395690903521774890	2024-07-25	Last night on Mars. Thank you for having me on your planet for the last couple months. I made friends and memories I will never forget. Love you guys @jaredleto @Shannon leto @Thirty Seconds to Mars  created by Jagwar Twin with Thirty Seconds To Mars’s The Kill
7395249859156118826	2024-07-24	TOUR VLOG w/ Thirty Seconds to Mars: pt 1 #jagwartwin #thirtysecondstomars #tourvlog #vlog #ontour  created by Jagwar Twin with Jagwar Twin’s original sound
7393050529825508654	2024-07-18	Hit the road Jag  created by Jagwar Twin with Jagwar Twin’s original sound
7392304528265186602	2024-07-16	#duet with ▶︎@𝒆𝒎𝒊𝒍𝒚 My cute lil stach I’ve been growing  created by Jagwar Twin with Jagwar Twin’s original sound
7390831011992489258	2024-07-12	Replying to @ʲᵒʸ ʳⁱʰᵃⁿⁿᵃ it’s out now!  #jagwartwin #lovelytheband #angleofeternity #newmusic  created by Jagwar Twin with Jagwar Twin’s original sound
7390198261530791211	2024-07-11	Do you remember? ANGLE OF ETERNITY comes out tomorrow 📐♾️ @lovelytheband  #newmusic #jagwartwin  created by Jagwar Twin with Jagwar Twin’s original sound
7389397557278952746	2024-07-08	Making a few guest appearances on Mars. If you’re in the Midwest I love you and I’ll see you there! @Thirty Seconds to Mars  🐆🌍🐆  #seasonsworldtour2024 #ontour #jagwartwin  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7388742227222170923	2024-07-07	Are you boy or girl? @lovelytheband #jagwartwin  created by Jagwar Twin with Jagwar Twin’s original sound
7386714671652490542	2024-07-01	I AM I AM I AM  @lovelytheband  created by Jagwar Twin with Jagwar Twin & lovelytheband’s tomorrow [ANGLE OF ETERNITY]
7385963763549080874	2024-06-29	Jagwartheband or lovelytwin? #jagwartwin @lovelytheband  created by Jagwar Twin with Jagwar Twin & lovelytheband’s tomorrow [ANGLE OF ETERNITY]
7385647394391641387	2024-06-28	Replying to @benieandthejets1 It’s gunna be lovely 💋 created by Jagwar Twin with Jagwar Twin & lovelytheband’s tomorrow [ANGLE OF ETERNITY]
7385431082738453806	2024-06-28	Me happy  #jagwartwin #haopyface #ontour  created by Jagwar Twin with Jagwar Twin’s Happy Face
7384863175612632362	2024-06-26	Bad Feeling (LIVE at The Masonic Lodge at Hollywood Forever)  #jagwartwin #badfeeling #oompaloompa #live  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7384455982522404138	2024-06-25	Did a private show in LA at a cemetery for a few of my favorite lil Jagwar Oompa Loompas. This night was so much fun.  I had no idea that after this show I would be going on tour and playing in arenas. Everything leads you somewhere. And I’m so grateful I get to do this. Ful video out now  #jagwartwin #badfeeling #oompaloompa #live  created by Jagwar Twin with Jagwar Twin’s original sound
7383058818898365738	2024-06-21	Everything comes around ⭕️🤍 Don’t give up  #jagwartwin #thirtysecondstomars #seasonsworldtour2024 #ontour  created by Jagwar Twin with Jagwar Twin’s It's Your Time
7382709907042094378	2024-06-20	Balloon Boy  #thirtysecondstomars #jagwartwin #ontour  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7382363358827138346	2024-06-19	I like to think I’m more Venusian, but it was great being on Mars for awhile  #thirtysecondstomars #seasonsworldtour2024 #jagwartwin @Thirty Seconds to Mars @jaredleto  created by Jagwar Twin with Jagwar Twin’s original sound
7382334709646249262	2024-06-19	Life is Good… in Brussels fr 🇧🇪 #jagwartwin #lifeisgood #ontour @angelbaby  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7380210630655069483	2024-06-14	Replying to @카게야마 This will have to do until I come to Japan… 🇯🇵  #cover #jagwartwin #wonderwall #ontour  created by Jagwar Twin with Jagwar Twin’s original sound
7379684446389177643	2024-06-12	I am my favorite person to hangout with ☁️🧠✨ created by Jagwar Twin with 𝐈𝐯𝐚́𝐧 𝐑𝐌𝐮𝐬𝐢𝐜 🎧’s sonido original
7379276547955363115	2024-06-11	Replying to @Prim June 4th 2024 #jagwartwin #happyface #ontour  created by Jagwar Twin with Jagwar Twin’s original sound
7378966688089345326	2024-06-10	My first concert was @98°  #jagwartwin #badfeeling #oompaloompa #ontour  created by Jagwar Twin with Jagwar Twin’s original sound
7377041961758281003	2024-06-05	So this happened in Zurich and then I jumped in a frozen lake  @Thirty Seconds to Mars #thirtysecondstomars #jagwartwin #ontour #seasonsworldtour2024  created by Jagwar Twin with Thirty Seconds To Mars’s The Kill
7376443186102701355	2024-06-04	Took a walk down the street to get a panini and made some friends 🤍🇮🇹 created by Jagwar Twin with Jagwar Twin’s original sound
7376343048940309803	2024-06-03	On my inner peace shit at the airport created by Jagwar Twin with Jagwar Twin’s The Circle (0)
7370844681577549099	2024-05-19	I used to have nightmares about this very scenario  #jagwartwin #badfeeling #badfeelingjt #oompaloompa #ontour  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7370380300993727790	2024-05-18	This is how a T becomes a crop top  created by Jagwar Twin with Jagwar Twin’s original sound
7370083543373876526	2024-05-17	They say don’t judge a book by its cover but… created by Jagwar Twin with mariyah✮’s of course im crazy
7369628782157630763	2024-05-16	Briana Cuoco and I trying to figure out who’s job is harder in this clip from The Mirror Sessions. 🪞 #brianacuoco #deadboydetectives  #jennythebutcher #acting  created by Jagwar Twin with summerchild’s Espresso Sped Up
7369250798699679022	2024-05-15	New episode of ‘The Mirror Sessions’ featuring #brianacuoco is out now! 🪞 Full vid on YT  #deadboydetectives #jennygreen #jennythebutcher #jagwartwin created by Jagwar Twin with Jagwar Twin’s original sound
7368902888954858795	2024-05-14	Berlin, you are some crazy Oompa Loompas  #jagwartwin #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7368531864769826091	2024-05-13	went hard AF in Slovakia  #ontour #jagwartwin #thirtysecondstomars #lifeisgood  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7367875969220365614	2024-05-11	Trust yourself and dreams come true  #badfeeling #ontour #jagwartwin #thirtysecondstomars  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7367807653134781739	2024-05-11	still trying to figure out why bro asked me if I was a dog person… @iHeartRadio @z100newyork @Audacy @bigloudrock  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7366721208408132906	2024-05-08	Am I dreaming?  #ontour  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7366329459437243691	2024-05-07	Holllywood on your timeline  created by Jagwar Twin with Jagwar Twin’s Happy Face
7365681695380770094	2024-05-06	Why does everybodybthink Geminis are crazy? @Bru #jagwartwin #gemini  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7364883744383159598	2024-05-03	Replying to @hachi め Who wants to bake a cake? created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7364485520967191851	2024-05-02	Are we in a loop?  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7363686459397934382	2024-04-30	Follow me tho  #jagwartwin #relateable #influencer  created by Jagwar Twin with Jagwar Twin’s I Like to Party
7361944459090791726	2024-04-25	Birds arent real  created by Jagwar Twin with Artemas’s i like the way you kiss me
7361540207528791338	2024-04-24	God has such crazy timing 😂⏲️⚡️ @Bru #audacy #bruontheradio #badfeeling #jagwartwin  created by Jagwar Twin with Jagwar Twin’s original sound
7361191963296681258	2024-04-23	No bad feelings today. THANK YOU created by Jagwar Twin with Jagwar Twin’s original sound
7360797868363451691	2024-04-22	Jagwars be eating 🤝 @Mark Cuban @Barbara Corcoran @Daymond John @Mr. Wonderful @Lori Greiner  created by Jagwar Twin with tiktokcontent’s original sound
7359296091122175274	2024-04-18	Replying to @TabbyCat  I see it, except I dont randomly fall asleep 😴  #jagwartwin #badfeeling #onepiece #ace #whitebeardpirates  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7354478253391826222	2024-04-05	Replying to @l_m_n_junior here you go  #jagwartwin #badfeeling #oompaloompa #acoustic  created by Jagwar Twin with Jagwar Twin’s original sound
7354087675936165162	2024-04-04	I love you lil Jagwars so much  created by Jagwar Twin with Jagwar Twin’s original sound
7353656467255250222	2024-04-03	Bad Feeling (Oompa Loompa) (Live Acoustic) video is out now  I had the idea to give my Jagwars an intimate candlelight performance in LA and I wanted it to be in a cave. So with the help of my favorite art gallery, LAUREN POWELL PROJECTS, we built a cave. I brought in a real grass floor, painted moths along the walls and built a huge glowing moon cocoon sculpture. This was such a magical night. Thank you from the bottom of my heart to everyone who came and sang their heart out with me. For everyone who couldn’t be there, we Ryan and Michael filmed it. Here you go. 🤍🐆 - Roy  created by Jagwar Twin with Jagwar Twin’s original sound
7348983845888232747	2024-03-22	007 or Michael Jackson? #jagwartwin #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7346665087891033387	2024-03-15	I feel pretty good today created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7345566777750900010	2024-03-12	Replying to @Em19 Idk dude  #jagwartwin #badfeeling #oompaloompa #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7345178558987373870	2024-03-11	Decoding the cryptic symbolism of my dreams nightly  #jagwartwin #badfeeling #oompaloompa #decodingdreams  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7343668628895730990	2024-03-07	Bad Feeling vid out now  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7343344490599419178	2024-03-06	Replying to @KERISHA ✪ tomorrow  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7338487957407419690	2024-02-22	The illusion of two choices  #jagwartwin #badfeeling #oompaloompa #goodtime108 #thisorthat  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7336297162755673387	2024-02-16	Jagwar Twin came to Columbus Ohio and @joshua dun from TOP surprised us and diddled his drums on Happy FaCe. I 🤍 Ohio. #jagwartwin #happyface #twentyonepilots  created by Jagwar Twin with Jagwar Twin’s Happy Face
7334782955845455150	2024-02-12	Ok Doomer!  #jagwartwin #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7333295019056581931	2024-02-08	Life is beautiful. Don’t know what the future has in store but we’re all still here after 2020.  #jagwartwin #badfeeling #oompaloompa #2020vs2024 #conspiracytiktok  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7332581633343622443	2024-02-06	Replying to @💯🥷Luckyduck🥷💯 three weeks is a long time but also is a short time #jagwartwin #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7332252689364962606	2024-02-05	#duet with ▶️@Max Grabel I slept 3 hours, my brain is fried  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7330355220251217198	2024-01-31	Replying to @❄️𝓩𝓪𝓷𝓽𝓪𝓲𝓷❄️ I’m mad and I’m sad  #jagwartwin #lifeisgood #badfeeling #oompaloompa #newmusic  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7329983011590556970	2024-01-30	I could always start a fight by making the other person start a fight #jagwartwin #badfeeling #oompaloompa #siblings #relatable  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7328143090823253294	2024-01-25	Replying to @nikita54mor actually I have two  #jagwartwin #happyface #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Happy Face
7327736031732813102	2024-01-24	 created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7327386226938432811	2024-01-23	Who likes to party? 🍰 #jagwartwin #badfeeling #oompaloompa #badfeelingjt #iliketoparty #thisorthat  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7325159007071554862	2024-01-17	Replying to @Bam Bam! You mean this part? #jagwartwin #badfeeling #badgeelingjt #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7324779127251340590	2024-01-16	Replying to @XxW3!RD0xX today’s a good day  #jagwartwin #badfeeling #badfeelingjt #oompaloompa #wonkamovie #willywonka  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7324051318400765226	2024-01-14	We need more accordions on the airwaves  #jagwartwin #badfeelingjt #oompaloompa #greattimetobehuman #thisorthat  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7323286662245551403	2024-01-12	Replying to @💜T💜 when the moon hits the sky   Watch the full lyric vid for ‘Bad Feeling (Oompa Loompa)’ on YT  #jagwartwin #badfeelingjt #oompaloompa #badfeeling #newmusic #wonkamovie  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7322916368234319147	2024-01-11	When everyone else is crazy 🚩 #jagwartwin #badfeelingjt #badfeeling #igotabadfeelingaboutyou #oompaloompa #wonkamovie #timotheechalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7322548561915235626	2024-01-10	This is the Slavic, oompa, circus music my Polish, German, Russian ancestors told me to make. They love accordion 🪗. At first I was skeptical. But it does kinda go hard. Which one is your favorite?  #jagwartwin #badfeelingjt #oompaloompa #happyface #thisorthat #wonka #timothychalamet #timotheechalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7322156834838678826	2024-01-09	Something is The Matter 🧿 #jagwartwin #badfeelingjt #oompaloompa #badfeeling  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7321801303611542827	2024-01-08	I’m just gonna scooch in right here if you dont mind 😏 #jagwartwin #badfeelingjt #oompaloompa #wonka #wonkamovie #timoteechalamet #timotheychalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7321464408146873646	2024-01-07	Replying to @diamond1 - MXES’ #1 fan ⟡ 🍉 fan ⟡ 🍉 wake up Neo…  #jagwartwin #badfeelingjt #oompaloompa #wonkamovie #timotheechalamet #timothychalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7321094845228010795	2024-01-06	#stitch with ▶️ @Hannnah Henson When the world tells you to Oompa, don’t be afraid to Loompa.  #jagwartwin #badfeeling #badfeelingjt #oompaloompa #wonkamovie #wonka #timotheechalamet #timothychalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7320708097192840491	2024-01-05	Replying to @jinx lvr Had a bad feeling. Went to vegas. Lost moneys 💀 #jagwartwin #oompaloompa #badfeelingjt #wonkamovie  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7320339278670744874	2024-01-04	‘Bad Feeling (Oompa Loompa)’ open verse challenge  #jagwartwin #badfeelingjt #oompaloompa #openversechallenge #wonkamovie #timotheechalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7319964574239821098	2024-01-03	Replying to @H0l_Up 💀 #jagwartwin #badfeelingjt #oompaloompa #wonkamovie  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7319644659695881514	2024-01-02	#stitch with ▶️ @Deep Roy Hey deep Roy, I’m shallow Roy #jagwartwin #badfeelingjt #oompaloompa #wonka #wonkamovie  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7319199297772326186	2024-01-01	Anyone else believe in dog telepathy?  #jagwartwin #badfeelingjt #oompaloompa #wonka #timotheechalamet #timothychalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7318815421207989547	2023-12-31	#stitch with ▶️ @Saturday Night Live - SNL 2024 shameless cringe 🌈🐆🎪  #jagwartwin #timotheechalamet #badfeelingjt #oompaloompa #timothychalamet #wonkamovie #snl  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7318466077627944238	2023-12-30	It was worth a shot 🤷🏼 #jagwartwin #oompaloompa #badfeeling #badfeelingjt #timothychalamet #timotheechalamet #wonka #wonkamovie created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7318086067255725358	2023-12-29	#stitch I can’t be the only one thinking it…  #jagwartwin #oompaloompa #badfeelingjt #timothychalamet #timotheechalamet #wonka #wonkamovie2023  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7317734843322862890	2023-12-28	Replying to @Minion Cum When they don’t like Jagwar Twin #jagwartwin #oompaloompa #badfeelingjt #timotheechalamet #wonka #wonkamovie  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7317326464792284459	2023-12-27	Replying to @talyacohen17 it is a very good part 🐑 #jagwartwin #badfeeling #oompaloompa #wonkatiktok #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7317023111369461035	2023-12-26	Might go back  #jagwartwin #badfeeling #oompaloompa #wonkatiktok #wonka #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7316270631304154411	2023-12-24	#stitch with ▶️ @WonkaMovie Doompa dee dump  #jagwartwin #badfeeling #oompaloompa #wonka #wonkatiktok  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7315924045277580586	2023-12-23	Replying to @bjg5 should we get @Timothée Chalamet on the remix?  #jagwartwin #badfeeling #oompaloompa #wonka #wonkatiktok #timoteechalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7315581122027490602	2023-12-23	I’m Christmas shopping rn  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7315498744349232426	2023-12-22	Wonka flip ♻️ #jagwartwin #wonka #wonkatiktok #oompaloompa #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7315185698875641130	2023-12-21	Why is my brain like this?  #badfeelingjt #oompaloompa #jagwartwin #wonka #wonkamovie. #wonkaedit  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7315106383995751722	2023-12-21	Replying to @ｉｎｋｙ I am him 🫠 #jagwartwin #wonkatiktok #wonka #badfeelingjt #oompaloompa #happyface  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7314840863400578347	2023-12-21	#duet with @marcos ☂️ i am oompa loompaD  #wonka #jagwartwin #badfeeling #oompaloompa #oompaloompatiktok  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7314747001818598702	2023-12-20	#stitch with ▶️ @WonkaMovie both versions are 🔥 though  #jagwartwin #wonkatiktok #wonka #oompaloompa #badfeelingjt #timotheechalamet  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7314378965349666094	2023-12-19	I dressed like an Oompa Loompa and tried to eat the entire @WonkaMovie menu from @IHOP  #wonka #wonkatiktok #ihop #oompaloompa #jagwartwin #badfeeling  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7314108605584739626	2023-12-19	Replying to @The Only For You Page 💕 I dunno dude  #jagwartwin #badfeeling #oompaloompa #wonkatiktok #wonka #willywonka  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7314034059653483818	2023-12-18	#duet with @The Only For You Page 💕  Caught me  #jagwartwin #oompaloompa #badfeeling #wonka #wonkatiktok #willywonka #wonkamovie  created by Jagwar Twin with Geek Music’s Oompa Loompa (From "Willy Wonka And The Chocolate Factory")
7313332096712428843	2023-12-16	Replying to @Maddie🤘🏼 now pick it up  #jagwartwin #oompaloompa #badfeeling #newmusic  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7312974718926064938	2023-12-15	#stitch with @Willow Kayne so grateful for you beautiful hunas. Bad feeling is already the most steams Jagwar Twin has ever had on a first day 🌎🐆 #jagwartwin #badfeeling #oompaloompa #oompaloompatiktok  created by Jagwar Twin with Jagwar Twin’s original sound
7312944394804497706	2023-12-15	“Bad Feeling (Oompa Loompa)” out now  #jagwartwin #oompaloompa #badfeeling  created by Jagwar Twin with Jagwar Twin’s Bad Feeling  (Oompa Loompa) (Sped Up)
7312684640815369515	2023-12-15	Replying to @Alison Brooks okay, I dropped it.  “Bad Feeling (Oompa Loompa)” is out now.  #jagwartwin #newmusic #oompaloompa #badfeeling #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s original sound
7311799330464075050	2023-12-12	Replying to @Ssupp2020 Toot 🎺 #jagwartwin #goodtime108 #acapella  created by Jagwar Twin with Jagwar Twin’s original sound
7310277469641198894	2023-12-08	I got a bad feeling about this one. Part 4 of me illegally leaking my unreleased demos.  #jagwartwin #unreleasedmusic #unreleased #demoleak #badfeeling #willywonka #wonka #oompaloompa  created by Jagwar Twin with Jagwar Twin’s original sound
7309989329651240234	2023-12-07	Let’s come together as a beautiful human race to protect our oceans. I’m petitioning world leaders to create more ocean sanctuaries. You can too. Go to genzeroaction.com to see what actions you can take and earn prizes.  #jagwartwin #genzeroaction #climateaction #saveouroceans  created by Jagwar Twin with Jagwar Twin’s original sound
7309548125457468718	2023-12-06	Where’s the dragon at? #fypシ #jagwartwin #viralvideo #knightinshiningarmor #rage  created by Jagwar Twin with scraizis’s RAGE
7308828336950889774	2023-12-04	Replying to @benieandthejets1 I’m a god 🌈 #jagwartwin #gay #straight #sexuality  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
7307685451434052910	2023-12-01	You’re a rainbow 🌈 maybe a double. Part 3 of me illegally releasing my unreleased demos.  #jagwartwin #unreleasedmusic #demoleak #josephandthesevenrays  created by Jagwar Twin with Jagwar Twin’s original sound
7306961779228200235	2023-11-29	Why is speeding stuff up so satisfying? Getting information faster??? Is this a symptom of raising our collective vibration? Light is moving faster  #jagwartwin #goodtime108  #spedup #spedupsounds #spedupversion  created by Jagwar Twin with Jagwar Twin’s original sound
7306631194404326698	2023-11-28	Awareness is the first step 🪜 Watch the full episode of this Mirror Session 🪞 with @Paris Berelc now on YT.  #jagwartwin #themirrorsessions #awakeningsouls #conciousness #concioustiktok #parisberelc  created by Jagwar Twin with angelbaby & Jagwar Twin’s life is good
